Level,Date and Time,Source,Event ID,Original Message,Threshold
Error,01-10-2024 14:43,nvlddmkm,153,"The description for Event ID 153 from source nvlddmkm cannot be found  Either the component that raises this event is not installed on your local computer or the installation is corrupted  You can install or repair the component on the local computer 

If the event originated on another computer, the display information had to be saved with the event 

The following information was included with the event  

 Device Video8
Reset TDR occurred on GPUID 100

The message resource is present but the message was not found in the message table
",0.8
